,smiles,LogP,model
483,CC(C)(C)c1cc(-c2cc(-c3ccc(Cl)cc3)cc(-c3ccc(Cl)cc3)c2-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(Br)cc1,0.0,post
484,Fc1ccc(Cl)cc1-c1cc(-c2ccc(Oc3ccc(Cl)cc3)cc2)c(-c2ccc(Cl)cc2)cc1-c1ccc(-c2ccc(C(F)(F)F)cc2)c(-c2ccc(Cl)cc2)c1-c1cnc(Cl)cc1Cl,1.96212,post
485,Cc1ccc(-c2cc(Cl)cc(Oc3ccc(Cl)cc3)c2-c2cc(Cl)cc(OCc3ccc(Cl)cc3)c2Cl)cc1-c1ccc(Cl)cc1,1.428772,post
486,CC(C)(C)c1cc(-c2cc(Cl)cc(C(F)(F)F)c2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1c(Cl)cc(Cl)cc1-c1ccc(Cl)cc1Cl,1.75651,post
487,O=C(Oc1ccc(Cl)cc1-c1cc(-c2ccc(Cl)cc2)ccc1-c1ccc(-c2ccc(Cl)cc2)c(-c2ccccc2Cl)c1-c1ccc(Cl)cc1)c1ccc(Cl)cc1-c1ccc(Cl)cc1,1.91486,post
488,Cc1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(C(Cc2ccccc2Cl)c2ccc(Oc3ccc(Cl)cc3)cc2)cc1-c1ccc(F)cc1Cl,1.955642,post
489,Oc1cc(-c2ccc(Cl)cc2)ccc1-c1cc(-c2ccc(Cl)cc2)ccc1-c1cc(-c2ccc(C(F)(F)F)cc2)c(-c2ccc(Cl)cc2)cc1-c1ccc(F)cc1,1.61793,post
490,CC(C)(C)c1cc(-c2ccc(CC(F)(F)F)cc2)c(-c2ccc(Cl)cc2)c(-c2coc(-c3ccccc3Cl)c2[N+](=O)[O-])c1C(F)(F)F,1.25837,post
491,COc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c2-c2ccc(Sc3ccc(Cl)cc3)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(CNCc2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1,2.36994,post
492,CC(C)(C)N(Cc1ccc(Cl)cc1Cl)c1ccc(-c2ccc(Cl)c(F)c2)cc1-c1cc(-c2ccccc2)c(-c2ccc(Cl)cc2)c(-c2ccccc2Cl)c1Cl,1.68862,post
493,Oc1c(Cl)cc(-c2cc(Cl)ccc2Br)c(-c2ccc(Cl)cc2)c1-c1cc(-c2ccccc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1cc(C(F)(F)F)ccc1CCc1ccc(Cl)cc1,2.05481,post
494,COCCN(Cc1ccc(Cl)cc1Cl)c1c(C)cc(Oc2ccc(Cl)cc2)cc1Cl,0.805392,post
495,COc1ccc(Cc2c(C(CCOCc3ccc([N+](C)(C)[O-])cc3)c3cc(Cl)ccc3Cl)c(Cl)cc2S(=O)(=O)c2ccc(Cl)cc2)c(Cl)c1-c1ccc(Cl)cc1,0.0,post
496,CC(C)c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2F)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)cc1-c1ccc(C(F)(F)F)cc1,1.89039,post
497,CC(C)(C)c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(-c3ccc(Cl)cc3)cc2)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccccc2)cc1-c1ccc(Cl)cc1,1.95871,post
498,CC(C)(C)c1cc(-c2ccc(Cl)cc2)c(-c2cc(Cl)cc(Cl)c2)c(-c2ccc(Cl)cc2)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc([N+](C)(C)CF)cc2)cc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2),0.0,post
499,CC(C)(C)c1cc(-c2cc(Cl)cc(C(F)(F)F)c2)c(-c2ccc(Cl)cc2)c(-c2cc(-c3ccccc3)cc(-c3ccc(Cl)cc3)c2-c2cccc(-c3ccc(Cl)cc3)c2)c1-c1ccc(-c2ccc(F)cc2)cc1-c1c,0.0,post
500,c1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)cc2-c2cc(Cl)ccc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(-c2ccc(Cl)cc2)cc1,1.79294,post
501,CC(C)(C)c1cc(-c2cc(Cl)cc(Cl)c2)c(-c2ccc(Cl)cc2)c(-c2cc(Cl)cc(Cl)c2)c1-c1cc(Cl)cc(Cl)c1,1.42259,post
502,Cc1ccc(-c2csc(-c3ccc(Cl)cc3Cl)c2-c2cc(Cl)cc(Cl)c2)c(-c2ccc(Cl)cc2)c1-c1ccc(CC(C)(C)CCO)cc1,1.460962,post
503,CC(C)(C)c1cc(-c2ccc(Oc3ccccc3)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(C#N)c1,1.726368,post
504,CC(C)(C)c1cc(-c2cc(Cl)cc(Cl)c2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(C(F)(F)F)cc1,2.25661,post
505,CC(C)(C)c1cc(-c2cc(F)c(F)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(F)cc2)c1-c1ccc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(-c2ccc(Cl)cc2F)c(Cl)cc1OCCN(CCCl)CCCl,2.19553,post
506,CC(C)(C)c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2cc(C(CC(=O)O)c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)cc2-c2cc(Cl)cc(Cl)c2)c1-c1ccc(-c2ccc(Cl)cc2)cc1-c1ccc(Cl)c,0.0,post
507,CC(C)C(C(=O)N(C)Cc1ccccc1)c1c(Cl)cc(Cl)cc1-c1ccc(Cl)cc1Cl,0.83654,post
508,CCOc1ccc(C=Cc2cc(-c3ccccc3)c(Cl)cc2[N+](=O)[O-])cc1-c1cc(Cl)cc(Cl)c1,0.94581,post
509,Oc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)cc2-c2cc(Cl)cc(OCc3ccc(Cl)cc3)c2)c(Cl)c1-c1ccc(Cl)cc1,1.52266,post
510,CC(C)(C)c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2cc(Cl)cc(-c3ccc(Cl)cc3)c2)c1-c1ccc(-c2ccc(OCc3ccc(Cl)cc3)c(Cl)c2)c(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,2.31263,post
511,CC(C)(C(=O)NCc1ccc(Cl)cc1)c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(Cl)ccc1Oc1ccc(-c2ccc(Cl)cc2)cc1-c1cc(Cl)ccc1Cl,2.09555,post
