"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL3577038";"";"None";"306.32";"0";"0.90";"4e";"COC(=O)CCCNC(=O)C(=O)c1ccccc1NC(C)=O";"IC50";"'='";"950000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3578678";"Inhibition of MAO-B in bovine brain mitochondria using benzylamine as substrate";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3576764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3577044";"";"None";"469.45";"0";"1.30";"6e";"COC(=O)C[C@H](NC(=O)c1ccc(NC(=O)C(=O)c2ccccc2NC(C)=O)cc1)C(=O)OC";"IC50";"'='";"790000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3578678";"Inhibition of MAO-B in bovine brain mitochondria using benzylamine as substrate";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3576764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL522";"BENZYLAMINE";"None";"107.16";"0";"1.15";"Benzylamine";"NCc1ccccc1";"Ratio";"'='";"13.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL850385";"Ratio between TN and Km against MAO A";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL23265";"";"None";"237.35";"0";"3.64";"8b";"CN1CC=C(Cc2ccc3ccccc3c2)CC1";"Km";"'='";"840000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL715308";"Michaelis-Menten constant against MAO B.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL223618";"";"None";"186.26";"0";"2.30";"17";"c1ccc(CNCc2ccc[nH]2)cc1";"Ki";"'='";"7200.0";"nM";"5.14";"";"";"UO_0000065";"27.61";"0.50";"2.84";"18.49";"0";"CHEMBL919868";"Inhibition of bovine brain mitochondria MAOB by fluorometric assay";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142236";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL972";"SELEGILINE";"4.0";"187.29";"0";"2.18";"SLG";"C#CCN(C)[C@H](C)Cc1ccccc1";"Ki";"'='";"970.0";"nM";"6.01";"";"";"UO_0000065";"32.11";"0.59";"3.83";"185.59";"1";"CHEMBL919868";"Inhibition of bovine brain mitochondria MAOB by fluorometric assay";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142236";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL24172";"";"None";"173.26";"0";"2.41";"MPTP(1)";"CN1CC=C(c2ccccc2)CC1";"k cat/Km";"'='";"1431.0";"mM-1 min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL848874";"Ratio of catalytic constant and Michaelis-Menten constant for MAO-B.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1128681";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL45591";"";"None";"135.21";"0";"1.75";"3";"CN(C)Cc1ccccc1";"Km";"";"";"";"";"";"Not a substrate";"";"";"";"";"";"0";"CHEMBL859431";"Michaelis-Menten constant was determined for Monoamine oxidase-B from Bovine liver; b=not a substrate";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127022";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL62134";"";"None";"187.29";"0";"2.71";"35";"Cc1cccc(C2=CCN(C)CC2)c1";"Vmax / Km";"'='";"646.0";"mM-1 min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL732521";"Tested for Kinetic data against the monoamine oxidase B catalyzed oxidation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130072";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";""
"CHEMBL1203213";"";"None";"258.70";"0";"0.98";"12a";"COc1ccc(N2CC(CN)OC2=O)cc1.Cl";"Ki";"'='";"12500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL715303";"Kinetic constant for inactivation of MAO B from replot of half-lives of inactivation";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126900";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL3585828";"";"None";"420.90";"0";"3.51";"21";"NNC(=O)C(Cc1ccccc1)N1C(=O)c2ccccc2NC1c1ccc(Cl)cc1";"IC50";"'='";"120000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3586840";"Inhibition of bovine brain mitochondria MAO-B using benzylamine substrate after 60 mins by fluorimetric method";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3585336";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL344189";"";"None";"173.26";"0";"1.33";"3";"CCCCCNCC(=O)OCC";"Ki";"'='";"2000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL715305";"Kinetic constant was calculated by inhibition of monoamino oxidase B (MAO B)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126593";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL24172";"";"None";"173.26";"0";"2.41";"1 (MPTP)";"CN1CC=C(c2ccccc2)CC1";"Km";"'='";"390000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL734195";"Tested against Monoamine oxidase B enzyme from bovine liver mitochondria";"B";"BAO_0000252";"mitochondrion format";"None";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126092";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";""
"CHEMBL24172";"";"None";"173.26";"0";"2.41";"1 (MPTP)";"CN1CC=C(c2ccccc2)CC1";"Ratio";"'='";"523.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732517";"Selectivity ratio for Vmax and KM values against MAO-B enzyme from bovine liver mitochondria";"B";"BAO_0000252";"mitochondrion format";"None";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126092";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";""
"CHEMBL538902";"";"None";"187.29";"0";"2.49";"4";"CN1CC=C(Cc2ccccc2)CC1";"Vmax";"'='";"222.0";"nM min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL732519";"Tested against Monoamine oxidase B enzyme from bovine liver mitochondria";"B";"BAO_0000252";"mitochondrion format";"None";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126092";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";""
"CHEMBL60303";"";"None";"187.29";"0";"2.71";"32";"Cc1ccccc1C1=CCN(C)CC1";"Vmax / Km";"'='";"1288.0";"mM-1 min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL732521";"Tested for Kinetic data against the monoamine oxidase B catalyzed oxidation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130072";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";""
"CHEMBL3415441";"";"None";"165.15";"0";"0.89";"9a";"N/N=C/c1ccc([N+](=O)[O-])cc1";"IC50";"'='";"380000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3420274";"Inhibition of bovine brain mitochondria MAO-B by spectrofluorimetry";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3414477";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL289199";"";"None";"163.26";"0";"2.18";"5";"CN(C)CCCc1ccccc1";"Ki";"'='";"380000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL715870";"Inhibition of Monoamine oxidase-B from Bovine liver";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127022";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL50115";"";"None";"177.25";"0";"1.82";"7";"CN(C)CCC(=O)c1ccccc1";"kinact";"'='";"1.73";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL709702";"Inactivation kinetic constant Monoamine oxidase-B from Bovine liver";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127022";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL171809";"";"None";"212.30";"0";"3.12";"21";"C=C(c1ccc[nH]1)N(C)Cc1ccccc1";"Ki";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"36.26";"0.66";"4.58";"40.46";"0";"CHEMBL730890";"Inhibitory activity against monoamine oxidase B in isolated bovine brain mitochondria";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1144918";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL301452";"";"None";"162.24";"0";"1.66";"21";"CN1CC=C(n2cccc2)CC1";"Km";"'='";"650000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL730191";"Km against bovine liver Monoamine oxidase B";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132216";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";""
"CHEMBL3408913";"";"None";"426.48";"0";"2.76";"7a";"Cc1ccc(C(=O)NNC(=O)Cn2c(=O)c(Cc3ccccc3)nc3ccccc32)cc1";"IC50";"'='";"680000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3413249";"Inhibition of bovine brain MAO-B preincubated for 60 mins before substrate addition by fluorimetric method";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3407425";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL220678";"";"None";"256.35";"0";"3.11";"16";"CN(CCCCc1ccccc1)C(=O)c1ccc[nH]1";"Ki";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"21.85";"0.40";"2.49";"15.52";"0";"CHEMBL919868";"Inhibition of bovine brain mitochondria MAOB by fluorometric assay";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142236";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL225498";"";"None";"301.44";"0";"3.45";"8";"Cc1ccc(C2CC(c3cccs3)=NN2C(N)=S)cc1";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"26.54";"0.55";"4.55";"19.22";"0";"CHEMBL920012";"Inhibition of bovine brain mitochondria MAOB";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1139465";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";""
"CHEMBL23318";"";"None";"237.35";"0";"3.64";"7b";"CN1CC=C(Cc2cccc3ccccc23)CC1";"Km";"'='";"850000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL715308";"Michaelis-Menten constant against MAO B.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL3585807";"";"None";"298.34";"0";"1.78";"2c";"COC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1N";"IC50";"'='";"680000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3586840";"Inhibition of bovine brain mitochondria MAO-B using benzylamine substrate after 60 mins by fluorimetric method";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3585336";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL368801";"";"None";"239.32";"0";"3.44";"17";"CN1CC=C(Oc2ccc3ccccc3c2)CC1";"Km";"'='";"274000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL709703";"Oxidation by bovine mono-amine oxidase B MAO-B";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127689";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";""
"CHEMBL23265";"";"None";"237.35";"0";"3.64";"27";"CN1CC=C(Cc2ccc3ccccc3c2)CC1";"TN";"'='";"276.0";"M min-1 M-1";"";"";"";"";"";"";"";"";"0";"CHEMBL709704";"Turnover number (TN) for bovine mono-amine oxidase B MAO-B";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127689";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";""
"CHEMBL3585825";"";"None";"326.36";"0";"1.25";"18";"COc1ccc(C2Nc3ccccc3C(=O)N2CC(=O)NN)cc1";"IC50";"'='";"890000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3586840";"Inhibition of bovine brain mitochondria MAO-B using benzylamine substrate after 60 mins by fluorimetric method";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3585336";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL1203215";"";"None";"286.76";"0";"1.58";"11a";"COc1ccc(N2CC(CN(C)C)OC2=O)cc1.Cl";"K inact";"'='";"0.003";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL715307";"Kinetic constant for inactivation of MAO B from replot of half-lives of inactivation";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126900";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL120154";"";"None";"332.79";"0";"3.20";"12b";"NCC1CN(c2ccc(OCc3cccc(Cl)c3)cc2)C(=O)O1";"K inact";"'='";"0.14";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL715307";"Kinetic constant for inactivation of MAO B from replot of half-lives of inactivation";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126900";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL441306";"";"None";"160.22";"0";"1.55";"24";"C#CCN(C)C(=C)c1ccc[nH]1";"Ki";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"48.05";"0.88";"6.15";"40.46";"0";"CHEMBL730890";"Inhibitory activity against monoamine oxidase B in isolated bovine brain mitochondria";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1144918";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL18390";"";"None";"196.21";"0";"0.59";"1g";"COC[C@@H]1CN(n2cccc2)C(=O)O1";"Ki";"'='";"23000.0";"nM";"4.64";"";"";"UO_0000065";"23.64";"0.45";"4.05";"10.61";"0";"CHEMBL728381";"Inhibition of bovine brain mitochondrial Monoamine oxidase B (MAO-B) compared to toloxatone";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1135879";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";""
"CHEMBL65135";"";"None";"185.65";"0";"1.82";"3";"NCCOCc1cccc(Cl)c1";"K inact";"'='";"0.7";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL730189";"Tested for enzyme kinetic activity with purified bovine liver MAO B";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127124";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";""
"CHEMBL55325";"";"None";"223.70";"0";"2.94";"14b";"CN1CC=C(Oc2cccc(Cl)c2)CC1";"Km";"'='";"308000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL734192";"Michaelis-Menten constant for Monoamine oxidase B catalyzed oxidation (KM).";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1128681";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL55325";"";"None";"223.70";"0";"2.94";"14b";"CN1CC=C(Oc2cccc(Cl)c2)CC1";"k cat";"'='";"224.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL732523";"Kinetic value evaluated as catalyzed oxidation rate (kcat).";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1128681";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL55602";"";"None";"234.25";"0";"2.19";"14k";"CN1CC=C(Oc2cccc([N+](=O)[O-])c2)CC1";"Km";"'='";"105000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL734192";"Michaelis-Menten constant for Monoamine oxidase B catalyzed oxidation (KM).";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1128681";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL52312";"";"None";"174.25";"0";"1.80";"18";"CN1CC=C(c2ccncc2)CC1";"Ratio";"'='";"6.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732516";"Ratio of Kcat versus Km was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132216";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";""
"CHEMBL609457";"";"None";"348.31";"0";"2.51";"50";"O=C([O-])C(=O)O.O=[N+]([O-])c1ccc(OC2=CC=[N+](C3CC3)CC2)cc1";"Ratio";"'='";"150.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732525";"Ratio of Kcat and KM against monoamine oxidase B (MAO-B) from beef liver was calculated";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1129640";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";""
"CHEMBL17605";"";"None";"174.25";"0";"1.80";"16";"CN1CC=C(c2ccccn2)CC1";"k cat";"'='";"56.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL728379";"Kcat against bovine liver Monoamine oxidase B";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132216";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";""
"CHEMBL139416";"";"None";"205.33";"0";"3.00";"15";"CN1CC=C(Sc2ccccc2)CC1";"Ratio";"'='";"3425.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732517";"Selectivity ratio for Vmax and KM values against MAO-B enzyme from bovine liver mitochondria";"B";"BAO_0000252";"mitochondrion format";"None";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126092";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";""
"CHEMBL538902";"";"None";"187.29";"0";"2.49";"3";"CN1CC=C(Cc2ccccc2)CC1";"Ratio";"'='";"1250.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL850386";"Ratio of turnover number(TN)and Km for MAO B";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL440702";"";"None";"207.70";"0";"3.06";"4";"CN1CC=C(c2ccc(Cl)cc2)CC1";"k cat";"'='";"119.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL734196";"Catalytic constant was measured against monoamine oxidase B (MAO-B) from beef liver";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1129640";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";""
"CHEMBL24172";"";"None";"173.26";"0";"2.41";"1";"CN1CC=C(c2ccccc2)CC1";"Vmax";"'='";"204.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732520";"Tested for maximum velocity of monoamine oxidase B catalyzed oxidation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130072";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";""
"CHEMBL54927";"";"None";"213.28";"0";"2.21";"26";"CN1CC=C(n2cnc3ccccc32)CC1";"k cat";"'='";"200.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL728379";"Kcat against bovine liver Monoamine oxidase B";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132216";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";""
"CHEMBL893";"DICLOXACILLIN";"4.0";"470.33";"0";"3.20";"Dicloxacillin";"Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL965583";"Inhibition of bovine liver MAOB";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1152129";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL49080";"CLENBUTEROL";"4.0";"277.19";"0";"3.00";"Clenbuterol";"CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL965583";"Inhibition of bovine liver MAOB";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1152129";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL498";"CHLORPROPAMIDE";"4.0";"276.75";"0";"1.74";"Chlorpropamide";"CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL965584";"Inhibition of bovine brain MAOB";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1152129";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
